Id,SalePrice
1461,208876.28
1462,395444.16
1463,234299.4
1464,215481.03
1465,213540.67
1466,183328.48
1467,246046
1468,200151.9
1469,196017.62
1470,210947
1471,255933.02
1472,117893.73
1473,129449.445
1474,201780.97
1475,119842.82
1476,456656.94
1477,305901.56
1478,403773.88
1479,404427.1
1480,901112.75
1481,458340.66
1482,275755.1
1483,219081.73
1484,202550.64
1485,225542.19
1486,267072.28
1487,460206.94
1488,290602.3
1489,226411.31
1490,278652.47
1491,258187.9
1492,99837.59
1493,360304.72
1494,445842.03
1495,373770.03
1496,280678.12
1497,177056.92
1498,156236.86
1499,167921.02
1500,183124.2
1501,175457.55
1502,185254.02
1503,391448.47
1504,295541.72
1505,300493.97
1506,252939.98
1507,323713.28
1508,286010.16
1509,259558.33
1510,142846.36
1511,187449.7
1512,215933
1513,180899.47
1514,215575.81
1515,265729.3
1516,260267.5
1517,208950.38
1518,143818.66
1519,299470.38
1520,203539.53
1521,177682.12
1522,242083.61
1523,168285.27
1524,177026.38
1525,197003.94
1526,140607.6
1527,139861.22
1528,187821
1529,230809.06
1530,271909.25
1531,195565.55
1532,195892.22
1533,199510.05
1534,193163.67
1535,201555.77
1536,175112.03
1537,134915.47
1538,203020.97
1539,292650.62
1540,215527.47
1541,189030.72
1542,184272.2
1543,322785.7
1544,135108.1
1545,144116.05
1546,228393.92
1547,246773.3
1548,187660.58
1549,173858.03
1550,205709.36
1551,151813.98
1552,208670.02
1553,236062.95
1554,176402.81
1555,261799.75
1556,176465.08
1557,190312.11
1558,132997.2
1559,193097.94
1560,222373.31
1561,130377.914
1562,185037.38
1563,167383.8
1564,224520.02
1565,271960.6
1566,248250.95
1567,110683.97
1568,291820.1
1569,176923.6
1570,217360.47
1571,190145.75
1572,200808.84
1573,291093
1574,206347.34
1575,499835.38
1576,313053.1
1577,231866.28
1578,179885.48
1579,173310.23
1580,218000.08
1581,149312.61
1582,175674.88
1583,411147.06
1584,283321.75
1585,162974.72
1586,143928.42
1587,137960.34
1588,227146.44
1589,183708.27
1590,193306.14
1591,197163.12
1592,199783.28
1593,201883.95
1594,238468.69
1595,246023.23
1596,347171.16
1597,240658.05
1598,225499.6
1599,206753.9
1600,186591.47
1601,103099.26
1602,120182.97
1603,110738.664
1604,411300.44
1605,295236.62
1606,255237.6
1607,196867.95
1608,271584.5
1609,193458.66
1610,173969.48
1611,231163.53
1612,227738.36
1613,194081.4
1614,119932.336
1615,206498.34
1616,199454.89
1617,119256.805
1618,181928.36
1619,183940.02
1620,236719.67
1621,159044.48
1622,169964.77
1623,327588.44
1624,348486.38
1625,163814.94
1626,245144.98
1627,217796.61
1628,396913.53
1629,194639.33
1630,535840.75
1631,263105.25
1632,283882.94
1633,188891.42
1634,216620.22
1635,207063.12
1636,176488.97
1637,274835.7
1638,368091.5
1639,231152.5
1640,426694.8
1641,197252.28
1642,324441.12
1643,277395.7
1644,310009.34
1645,322515.5
1646,241837.4
1647,229447.73
1648,162121.19
1649,219192.28
1650,163267.81
1651,153350.77
1652,135822.89
1653,163499.52
1654,148834.62
1655,165824.5
1656,146618.45
1657,134244.73
1658,145079.95
1659,153036.34
1660,208254.11
1661,681935.7
1662,473553.78
1663,442206.28
1664,819759.25
1665,406888.72
1666,558884.94
1667,776305.6
1668,435467.2
1669,376500.78
1670,431072.03
1671,401686.84
1672,681413.7
1673,352318.28
1674,305110.8
1675,238541.69
1676,273195.1
1677,283391.47
1678,907564.7
1679,626141.06
1680,431621.6
1681,346624.62
1682,498946.22
1683,248118.42
1684,213258.61
1685,204817.11
1686,206197.64
1687,191390.5
1688,276974.6
1689,253502.39
1690,284642.03
1691,264643.84
1692,484367.88
1693,185437.84
1694,214725.72
1695,188514.75
1696,359004.44
1697,191683.88
1698,456767.12
1699,507934.25
1700,353877.03
1701,394152.34
1702,311046.12
1703,308057.72
1704,359314.06
1705,347011.56
1706,790434.9
1707,322859.28
1708,254717.98
1709,350941.03
1710,303786.88
1711,350113
1712,333446.75
1713,334382.3
1714,280137.12
1715,237788.3
1716,229217.42
1717,192852.61
1718,201155.39
1719,288343.56
1720,265000.7
1721,191610.94
1722,236957.97
1723,184233.73
1724,240892.5
1725,295908.34
1726,215064.69
1727,186376.8
1728,242566.83
1729,181297.22
1730,217772.12
1731,170655.86
1732,191345.98
1733,166028.48
1734,170957.22
1735,185549.28
1736,177248.86
1737,474621.72
1738,289614.62
1739,309121.88
1740,268900.62
1741,232379.42
1742,156045.66
1743,187775.34
1744,422888.78
1745,279540.94
1746,318809.16
1747,390714.12
1748,333811.06
1749,225662
1750,186052.16
1751,366076.4
1752,155178.67
1753,198512.31
1754,298965.28
1755,249612.2
1756,191984.83
1757,169770.36
1758,187132.67
1759,235639.89
1760,241396.14
1761,205139.84
1762,285656.06
1763,224549.34
1764,163811.8
1765,189135.12
1766,234529.44
1767,308369.88
1768,217600.64
1769,208678.95
1770,171092.9
1771,161755.8
1772,172594.23
1773,212042
1774,212250.02
1775,210482.2
1776,208842.02
1777,156468.12
1778,172445.34
1779,161917.86
1780,296992.84
1781,170284.55
1782,138538.34
1783,156989.9
1784,192872.84
1785,171527
1786,339632.53
1787,237172.75
1788,151053.77
1789,153708.75
1790,129164.82
1791,340925.1
1792,196458.14
1793,208028.02
1794,178089.44
1795,232585.62
1796,146072.73
1797,157358.64
1798,186184.92
1799,157889.73
1800,192161.77
1801,181740.02
1802,200833.75
1803,153296.64
1804,197316.8
1805,202942.77
1806,228915.97
1807,198465.58
1808,168270.17
1809,313976.06
1810,274848
1811,320357.16
1812,179318.7
1813,145934.34
1814,140554.77
1815,120215.414
1816,130939.266
1817,182965
1818,238180.95
1819,222647.47
1820,136222.3
1821,182852.67
1822,174300.78
1823,99525.97
1824,154870.88
1825,241733.64
1826,198470.88
1827,153896.2
1828,319561.97
1829,166936.33
1830,266193.97
1831,227615.67
1832,206405.98
1833,237342.66
1834,240729.69
1835,249203.31
1836,177721.94
1837,211840.7
1838,153329.25
1839,135467.94
1840,175553.28
1841,273734.16
1842,127024.14
1843,187588.3
1844,214267.3
1845,230171.83
1846,208390.4
1847,259520.7
1848,131637.9
1849,158580.44
1850,183362.4
1851,201108.39
1852,190231.89
1853,175546.1
1854,204889.58
1855,313123.56
1856,299361.28
1857,222968.97
1858,169536.73
1859,126408.44
1860,162042.52
1861,130557.945
1862,497924.7
1863,461199.47
1864,461247.84
1865,489206.56
1866,411962.28
1867,274632.88
1868,401892.62
1869,266649.8
1870,266654.38
1871,354559.75
1872,204906.38
1873,362190.94
1874,180029.3
1875,211128.94
1876,244676.45
1877,250080.88
1878,274207.88
1879,206094.8
1880,198105.14
1881,310645.03
1882,317552.62
1883,242915.47
1884,250774.19
1885,379813.28
1886,439057.56
1887,264401.44
1888,334054.03
1889,219612.03
1890,154967.62
1891,173908.11
1892,131933.25
1893,184893.42
1894,251230.67
1895,201186.86
1896,210804.22
1897,195413.81
1898,216888.16
1899,201072.16
1900,266713.62
1901,275672.28
1902,190772.94
1903,327063.12
1904,226571.16
1905,310441.28
1906,316882.25
1907,511421.28
1908,139021.44
1909,221650.47
1910,155561.25
1911,279000.03
1912,371744.47
1913,266693.03
1914,59902.133
1915,490483.3
1916,132113.81
1917,303021.53
1918,209629.62
1919,297561.56
1920,196391.47
1921,627430.44
1922,472434.25
1923,255720.03
1924,376159.84
1925,260678.86
1926,608596.4
1927,201081.16
1928,190411.58
1929,183822.34
1930,163002.1
1931,219255.02
1932,169990.38
1933,307579.53
1934,185960.27
1935,213881.86
1936,221385.77
1937,201715.19
1938,204636.89
1939,303923.66
1940,216520.69
1941,205595.02
1942,219740.44
1943,238700.78
1944,626901.7
1945,670306.4
1946,267649.25
1947,428220.22
1948,238391.39
1949,344475.38
1950,226839.67
1951,388734.6
1952,359884.03
1953,354621.97
1954,218119
1955,207298.64
1956,487597.34
1957,220253.86
1958,444770.16
1959,198987.33
1960,181471.75
1961,174964.12
1962,135465.08
1963,151205.11
1964,136176.44
1965,196856.14
1966,182025.53
1967,390843.44
1968,652314.94
1969,618763.75
1970,710923
1971,784421.25
1972,523661.66
1973,383162.16
1974,457153.22
1975,893686.8
1976,356963.53
1977,484018.8
1978,520616.2
1979,405309.38
1980,279845.53
1981,470322.7
1982,303851.16
1983,275304.72
1984,203090.67
1985,354998.25
1986,320229.16
1987,214949.66
1988,220505.62
1989,269721.97
1990,299271.1
1991,324878.62
1992,269687
1993,300422.38
1994,302708.44
1995,221139.94
1996,350535.97
1997,441351.84
1998,406153.66
1999,382118.12
2000,392847.16
2001,456798.03
2002,265810.4
2003,334576.9
2004,369976.1
2005,332994.56
2006,254467.16
2007,301462.72
2008,257256.16
2009,241420.31
2010,271116.38
2011,181683.19
2012,220546
2013,226689.6
2014,236386.02
2015,319779.3
2016,244392.16
2017,244443.89
2018,202913.53
2019,210912.81
2020,130722.53
2021,166679.89
2022,303830.3
2023,243066.8
2024,388074.5
2025,485084.44
2026,200982.05
2027,165714.95
2028,159486.02
2029,176941.48
2030,335923.25
2031,291339.03
2032,269331.78
2033,302520
2034,166381.16
2035,255129.8
2036,221365.28
2037,210718.6
2038,317797.72
2039,367543.22
2040,480830.94
2041,462109.53
2042,305152.72
2043,222048.22
2044,252095.9
2045,369926.72
2046,219498.77
2047,162473.95
2048,180556.81
2049,200985.69
2050,304094.7
2051,119062.59
2052,188541.92
2053,201637.66
2054,190866.1
2055,187944.28
2056,232157.25
2057,172040.58
2058,243460.72
2059,250882.06
2060,219159.7
2061,236725.98
2062,184464.39
2063,181044.61
2064,217173.36
2065,171936.61
2066,277434.56
2067,138571.78
2068,179071.42
2069,130683.016
2070,166540.22
2071,138092.25
2072,199637.58
2073,243091.36
2074,249934.25
2075,195053.16
2076,198839.9
2077,253818.33
2078,200887.19
2079,181068.27
2080,156017.67
2081,180137.14
2082,229848.3
2083,188302.38
2084,179784.47
2085,175900.36
2086,177577.77
2087,203367.27
2088,143012.39
2089,144280.52
2090,254805.44
2091,282124.62
2092,204246.75
2093,234863.84
2094,242260.98
2095,212660.08
2096,123966.43
2097,183561.67
2098,248831.67
2099,100431.96
2100,140565.5
2101,219740.88
2102,175150.27
2103,153815.06
2104,241901.06
2105,238503.72
2106,173871.61
2107,412648.8
2108,167580.6
2109,158970.94
2110,219024.5
2111,216533.28
2112,234891.62
2113,177808.42
2114,195012.23
2115,209575.47
2116,189239.25
2117,192359.61
2118,172620.73
2119,169890.86
2120,192028.4
2121,108714.91
2122,149015.58
2123,116799.586
2124,230797.2
2125,198302.67
2126,198162.02
2127,219503.98
2128,226181.05
2129,121028.36
2130,194456.03
2131,220961.58
2132,162026.75
2133,154326.97
2134,201158.27
2135,135932.12
2136,223871.97
2137,149610.22
2138,184758.25
2139,214322.9
2140,207618.36
2141,252100.94
2142,163523.67
2143,202031.5
2144,149446.23
2145,135355.7
2146,228918.38
2147,322912.84
2148,185993.78
2149,219506.48
2150,276218.6
2151,175192.88
2152,181907.02
2153,222522.86
2154,139918.44
2155,155619.12
2156,283093.8
2157,338301.97
2158,310696
2159,246725.55
2160,227631.31
2161,293900.28
2162,585608.06
2163,533950.25
2164,352110.34
2165,488583.22
2166,198992.62
2167,314858.22
2168,237821.88
2169,231451.61
2170,278213.56
2171,196890.3
2172,166939.52
2173,259747.03
2174,286533
2175,375659.06
2176,443133.75
2177,287281.62
2178,247592.73
2179,163352.84
2180,290136
2181,239136.66
2182,281747.9
2183,211341.47
2184,184103.94
2185,186610.31
2186,185312.33
2187,238715.12
2188,280612.28
2189,209763.4
2190,152998.84
2191,180114.48
2192,166474.02
2193,210510.31
2194,193120.77
2195,149464.61
2196,134835.98
2197,185717.62
2198,247084.62
2199,347795.16
2200,246941.64
2201,188766.45
2202,304697.9
2203,313607.1
2204,193405.34
2205,184238.3
2206,175650.25
2207,459659.1
2208,287938
2209,318509.84
2210,163656.12
2211,142989.08
2212,152336.98
2213,224832.19
2214,207818.23
2215,141440.77
2216,161376.3
2217,210897.72
2218,123131.98
2219,97396.69
2220,156536.62
2221,512828.84
2222,427119.03
2223,376710.2
2224,240122.52
2225,192280.39
2226,266421.28
2227,226891.17
2228,388776.12
2229,331693.16
2230,141931.94
2231,239487.9
2232,186829.69
2233,275214.4
2234,362343.97
2235,280742.9
2236,398668.1
2237,454937.38
2238,239758.02
2239,187040.94
2240,199182.11
2241,353293.7
2242,228248.03
2243,218248.86
2244,137091.19
2245,121130.9
2246,245223.55
2247,186781.42
2248,205917.22
2249,196171.33
2250,183040.06
2251,294680.5
2252,200413.95
2253,166913.56
2254,222455.8
2255,230067.61
2256,195247.83
2257,242124.95
2258,172256.64
2259,217690.1
2260,191401.11
2261,203236.77
2262,269026.03
2263,597489.7
2264,969034.7
2265,195342.8
2266,404000.75
2267,601598.4
2268,889236.25
2269,180776.31
2270,208445.66
2271,312557.3
2272,362212.7
2273,248506.56
2274,201207.2
2275,283822.3
2276,430666.5
2277,349827.97
2278,207614.58
2279,144217.64
2280,166676.39
2281,195669.84
2282,205966.9
2283,162450.23
2284,129441.54
2285,169669.84
2286,179125.06
2287,581933.7
2288,367053.88
2289,525978
2290,751595.7
2291,465004.28
2292,612456.06
2293,803822.4
2294,529317.75
2295,816987
2296,404502.7
2297,579238.9
2298,466234.7
2299,407581.97
2300,474603.6
2301,492096.94
2302,299912.8
2303,289525.4
2304,275792.16
2305,244536.25
2306,237306.89
2307,241609.66
2308,303866.53
2309,392667.75
2310,274550.4
2311,274337.34
2312,251743.7
2313,201190.69
2314,212974.47
2315,200943.14
2316,214946.17
2317,213170.97
2318,218473.75
2319,220892.27
2320,226427.52
2321,423954.4
2322,217741.78
2323,222327.5
2324,273241.47
2325,233873.44
2326,265916.4
2327,284937.78
2328,308331.94
2329,229867.8
2330,211637.34
2331,503613.9
2332,540730.3
2333,386176.9
2334,324914.25
2335,362103.22
2336,384767.44
2337,254090.56
2338,356967.62
2339,293182.22
2340,549154.44
2341,354283.6
2342,293384.44
2343,300154.3
2344,266146
2345,271593.1
2346,250760.1
2347,237840
2348,294873.62
2349,232425.98
2350,727098.8
2351,378275.47
2352,284074.72
2353,313598.72
2354,149601.66
2355,158772.31
2356,190724.38
2357,236314.34
2358,218787.97
2359,179732.69
2360,160805.27
2361,195058.92
2362,305128
2363,205249.42
2364,213238.88
2365,261875.39
2366,223243.84
2367,246838.52
2368,263258.88
2369,273300.38
2370,194015.52
2371,152114.42
2372,214722.64
2373,420743.03
2374,378079.66
2375,321594.1
2376,487671.75
2377,440987.5
2378,207145.47
2379,253082.31
2380,200969.58
2381,213475.72
2382,285775.7
2383,247825.4
2384,360408.16
2385,281685.3
2386,179526.61
2387,209929.31
2388,156442.3
2389,183877.05
2390,247082.73
2391,202790.7
2392,152547.2
2393,237301.48
2394,157992.31
2395,309851.5
2396,235125.58
2397,260803.2
2398,197116.69
2399,100794.27
2400,137633.39
2401,153254.56
2402,184812.67
2403,177945.47
2404,243809.02
2405,183345.78
2406,199572.1
2407,174891.38
2408,181580.3
2409,179135.66
2410,232350.39
2411,183190.23
2412,210456.5
2413,190186.38
2414,179994.61
2415,173694.12
2416,166731.08
2417,128736.87
2418,186541.81
2419,166012.17
2420,226544.17
2421,190712.53
2422,154641.22
2423,250131.9
2424,292357.72
2425,355571.53
2426,193006.23
2427,237885.39
2428,361406.3
2429,186015.25
2430,202078.31
2431,198702.88
2432,176779.72
2433,241559.19
2434,199577.61
2435,251206.7
2436,132913.38
2437,165891.25
2438,207812.69
2439,159868.39
2440,182684.11
2441,222380.73
2442,169681.66
2443,193426.73
2444,213913.86
2445,226376.12
2446,212350.23
2447,311923.9
2448,251072.11
2449,210401.12
2450,184322.31
2451,186170.53
2452,322190.6
2453,108662.87
2454,154789.22
2455,228799.4
2456,176397.78
2457,203637.98
2458,231172.12
2459,159070.42
2460,170235.98
2461,200222.55
2462,221413.84
2463,207526.31
2464,232662.61
2465,207614.8
2466,193872.55
2467,257711.66
2468,113237.02
2469,95825.35
2470,272930.25
2471,325930.62
2472,257600.61
2473,167084.77
2474,107543.99
2475,294412.22
2476,152403.1
2477,149615.5
2478,210942.58
2479,185962.94
